,0
968,@TribhuwanGurjar We regret the inconvenience caused. Please be informed that we have escalated your concern and our… https://t.co/LHW033JWOh
969,@TribhuwanGurjar We regret the inconvenience caused. Please be informed that we have escalated your concern and our… https://t.co/JHFGExey5Z
970,@TribhuwanGurjar We regret the inconvenience caused. Please be informed that we have escalated your concern and our… https://t.co/dEZN5itqyP
971,@TribhuwanGurjar We regret the inconvenience caused. Please be informed that we have escalated your concern and our… https://t.co/ZLcWPVnwIz
972,@TribhuwanGurjar We regret the inconvenience caused. Please be informed that we have escalated your concern and our… https://t.co/RF5sK1jQIi
973,@TribhuwanGurjar We regret the inconvenience caused. Please be informed that we have escalated your concern and our… https://t.co/yxPTza7Kjn
974,@TribhuwanGurjar We regret the inconvenience caused. Please be informed that we have escalated your concern and our… https://t.co/eJOSXJLkEc
975,@TribhuwanGurjar We regret the inconvenience caused. Please be informed that we have escalated your concern and our… https://t.co/Jb5jVxGbfC
976,@TribhuwanGurjar We regret the inconvenience caused. Please be informed that we have escalated your concern and our… https://t.co/VWVfrGiWq5
977,@TribhuwanGurjar We regret the inconvenience caused. Please be informed that we have escalated your concern and our… https://t.co/krRO6ApzE2
978,@Zoomcar_India Booking ID: JPSNCYLRD.
979,"@sh_abhi2k7 We are sorry for the delay in response here. Unfortunately, you will be unable to delete the account. H… https://t.co/59TKPo8s7j"
980,"@guptarobin04 We regret the inconvenience caused to you. In order to assist you further, we would require your book… https://t.co/kIycttXcCi"
981,"@Zoomcar_India JPSNC1NSI

Regarding bills, I have received reply on email. We can close the bills issue

But, the q… https://t.co/50Xl1B9AwS"
982,@Zoomcar_India Vehicle got dropped at your workshop on 20/04/2022 at 10am but still you people not kept any downtim… https://t.co/Uf5XvNyMuQ
983,@qadir_52 We sincerely apologize for the inconvenience you have experienced. Rest assured that we have initiated th… https://t.co/oV4rJrHZcY
984,@nimananda We are following up with the team regarding the escalation. Requesting you please give us some more time… https://t.co/RkWM0VIwrP
985,"@sounakUnited91 We regret the inconvenience caused to you. In order to assist you further, we would require your bo… https://t.co/3DPiSj8zGa"
986,@LaviSha77755916 We apologize for the inconvenience this has caused. Please give us some time to check and get back… https://t.co/bEhQ0ZnN44
987,"@LaviSha77755916 @Bakchod_Truck We regret the inconvenience caused to you. In order to assist you further, we would… https://t.co/Qspw7WlvqZ"
988,@Zoomcar_India JPSNCYA7L is my trip code I have spent Rs.330 on fast tag but only hundred rupees was approved as re… https://t.co/J14Pz22S4W
989,@mehdihassan We sincerely apologize for the inconvenience you have experienced. Rest assured that we have initiated… https://t.co/lcrkDuhhCb
990,"@rajkumar0670 We regret the inconvenience caused to you. In order to assist you further, we would require your tick… https://t.co/dT9Jsk5Zwn"
991,"@kulkarnibhaai We regret the inconvenience caused to you. In order to assist you further, we would require your ema… https://t.co/f7DuHqqhnC"
992,"@Riyaz57426104 Therefore, we request you to kindly elaborate on your concern in detail with your booking ID. We sha… https://t.co/uWBSketoFL"
993,"@Riyaz57426104 Our email team shall respond to your concern. However, in case your face any issues during your live… https://t.co/KYMXWQtztj"
994,@BIKASHNATH We are sorry for any inconvenience caused. Kindly let us know your exact concern for us to check on the same and do the needful.
995,"@Riyaz57426104 we apologize for any inconvenience caused, we would like to bring to your notice that we do not have… https://t.co/C6tk9VsnKn"
996,@Zoomcar_India I think it's now more than 36 hours now but still nothing yet @Zoomcar_India @gregmoran @BeingSalmanKhan
997,"@TXingh We regret the inconvenience caused to you. In order to assist you further, we would require your booking ID… https://t.co/oIagZjHlCN"
998,@VenkateshT17277 We apologize for the inconvenience this has caused. Please give us some time to check and get back… https://t.co/jCAJSze8qX
999,@Zoomcar_India  JPSNC1RQX I’m still waiting on your customer agents to call me as it has been more than 10days wher… https://t.co/qpAKwAtNUi
1000,"@Rsonu Hello Ramesh, We are sorry for the inconvenience caused. Please share the images of the start and end odomet… https://t.co/tWmD36QQio"
1001,"Hi @Zoomcar_India 
Have hired vehicle from you and it is really disappointing that there is no customer care number… https://t.co/FwcjgR8sah"
1002,@Rsonu We apologize for the inconvenience this has caused. Please give us some time to check and get back to you as soon as possible.
1003,@Zoomcar_India Please check DM
1004,@Zoomcar_India i write tyou so many times by panwar.d@gmail.com.. kindly trail all emaiul and check it out.. thanks
1005,"@_Anurag_j_ We regret the inconvenience caused to you. In order to assist you further, we would require your email.… https://t.co/1x5h9dMn9a"
1006,@Zoomcar_India  is this not a valid bill which contains all details what else is needed. Your live support asked us… https://t.co/Y5ywMbGX1y
1007,"@darshangajjar0 We regret the inconvenience caused to you. In order to assist you further, we would require your em… https://t.co/7K31ahKoV0"
1008,"@Zoomcar_India Any updates on that ?
#zoomcar  #CustomerService #ConsumerRights"
1009,@Gaurav99271 We apologize for the inconvenience this has caused. Please give us some time to check and get back to you as soon as possible.
1010,@Zoomcar_India unless n untilthings doesn’t go on social media companies doesn’t pay attention..I had inbox the… https://t.co/IXNCvdF9QX
1011,@Zoomcar_India @zoomcar any update
1012,"@Zoomcar_India @ZoomcarPUN Awaiting your response. Need to know how it works, how I can book, what if I want to ext… https://t.co/ia7QLPF5hl"
1013,@Zoomcar_India @morang  reply to karo? Kuch action to lo? Kya chal raha hai aesa? Worst experience ever
1014,"@Zoomcar_India Did your guys even reached out to the host in this case or all the scrutiny is for me ?
Did you aske… https://t.co/e8YoI3LRIS"
1015,@Zoomcar_India Provide me access to chat again or check your chat logs you will get the proofs. I have forwarded th… https://t.co/53dFz3e6HO
1016,@Zoomcar_India @ZoomcarMUM  who is going to pay theses challans piling up since a year . Your system doest allow to… https://t.co/1MbFQoGyAn
1017,@Zoomcar_India Your customer support person has asked for call recording or communication evidences wherein the hos… https://t.co/RYsrCPOwk6
1018,"@Zoomcar_India @Zoomcar_India 
i had delivered the car before time.. even the host is aware but i still se the extr… https://t.co/6fSVJWT6SK"
1019,@Zoomcar_India Kindly update for this issue
1020,@Zoomcar_India  still waiting for my refund.@morang
1021,@Zoomcar_India Below is the video. The churring sound is from break brushes that are broken. Looking at the sound i… https://t.co/oAZkJsiJS9
1022,"It's been 48 hours and my profile is yet to verify, It's sick. How can I book a car @Zoomcar_India @ZoomcarPUN"
1023,"@Zoomcar_India  I have an upcoming booking in a week, however my profile verification is failed 2 times and I don’t… https://t.co/L32ppEUi0T"
1024,@Zoomcar_India JPSNC374E. I have shared the video of the brokedown car through ticket.
1025,"@Zoomcar_India @morang @Zoomcar_India can I have the response please. 
It’s being more than 2 weeks and still not g… https://t.co/MnUNHrYXm1"
1026,@Zoomcar_India Still no resolution provided
1027,@Zoomcar_India Ticket ID 1749946
1028,@Zoomcar_India @morang I want to follow back on my issue. My car got damaged in last booking with the id JPSNC35UL.… https://t.co/fSgSG7w1bf
1029,@Zoomcar_India Added my second car maruti Ignis Petrol Automatic Registration No DL9CAX 5188 in this month.There is… https://t.co/SaBEPZnAJL
1030,@Zoomcar_India Booking id JPCNC3661 at start check list fuel was 100% and at the booking end check list it was 30%… https://t.co/AcxshEExKv
1031,"@Zoomcar_India It was happened due to zoomcar negligence,i have remained so many time on that day please recover my… https://t.co/AkEbTEOT9A"
1032,@Zoomcar_India My car Maruti Suzuki Ignis DL9CAX 5188 was accident badly as guest Hemant Dhariwal booking id was he… https://t.co/gD5Q9Jldzh
1033,@Zoomcar_India @Zoomcar_India Any update
1034,"@Zoomcar_India 

I am stuck in a middle of a highway and no one is responding to my queries. I have been trying to… https://t.co/WZavaRx9LT"
1035,@Zoomcar_India No update received yet
1036,@Zoomcar_India And convenience fees again??. What kind of fraudulent business plan is this. Do you really think I'l… https://t.co/Yyf4psXvl3
1037,@Zoomcar_India My first booking experience: Booked a 6 day trip. No response on chat from host. Called him in the e… https://t.co/jUEDgdU8O2
1038,@Zoomcar_India @Zoomcar_India are u still checking it?
1039,"@tushar__gawade Hello Tushar, we deeply regret the inconvenience caused to you. We are here to help you with your c… https://t.co/6XxGpn2ssi"
1040,"@Zoomcar_India Its showing 4k amount, as outstanding was 500 last time which i already paid https://t.co/WHkWU1mwk3"
1041,"@certified22114 Hello User, upon checking we see that we have not added any other charges. We request you to kindly… https://t.co/YK7VIdfkxz"
1042,"@Zoomcar_India Hello, my booking ID is: JPSNC805R. When we got the tire changed during my booking, I was asked to g… https://t.co/diqpPHctbF"
1043,@RaghavG29938234 We request you to kindly refresh the page to see the changes. We are requesting your patience in the interim.
1044,"@RaghavG29938234 Hi Raghav, we have canceled your booking and initiated the full refund back to your source account… https://t.co/FKQcyqiwhz"
1045,"@RaghavG29938234 Hello Raghav, we deeply regret the inconvenience caused to you. We are here to help you with your… https://t.co/Cq3tOyb1sh"
1046,@Zoomcar_India @Zoomcar_India this issue is still not resolved and now i can see some interest is also added on it. Please check
1047,"@AarpanWhoElse Hello Aarpan, we deeply regret the inconvenience caused to you. We are here to help you with your co… https://t.co/nLEDNGQXn0"
1048,@Zoomcar_India What amazes me is after all this you guys charge us extra money for delay. My last interaction at Ch… https://t.co/WS6V68xnDN
1049,@Zoomcar_India The funny part is that the message on the trip detail says to click on end trip and submit the check… https://t.co/4Elzl0TILX
1050,@Zoomcar_India It is so hard to reach your customer service. I have even emailed you guys. Still the booking is running.
1051,"@Gaargi22 Hello Gargi, we deeply regret the inconvenience caused to you. We are here to help you with your concern.… https://t.co/fIbXJ4O3sn"
1052,"@Dvng_Yadav16 Hello Devang, we deeply regret the inconvenience caused to you. We are here to help you with your con… https://t.co/NKrYk7vtOH"
1053,"@ATULSINGH16 Hi Atul, upon checking we see that our team has updated the readings and closed your booking. Feel fre… https://t.co/o3quadgzHj"
1054,"@yaska1503 Hello Yaskadeva, we apologize for the inconvenience caused to you. Once you have entered any value and s… https://t.co/NKJYsXfK7U"
1055,"@ATULSINGH16 Hello Atul, please accept our sincere apologies for the delay in responding and the inconvenience caus… https://t.co/eFuLoB1bWF"
1056,... paid the toll charges from my wallet and not from #Zoomcar credits. I have written emails and raised SR but the… https://t.co/FBmp98I0Rt
1057,@Zoomcar_India @morang Why do I have to always escalate issues to you? I don't like to do this but I am forced to b… https://t.co/d87ntScZyq
1058,"@Zoomcar_India please get your game sorted
The customer can not suffer due to your system errors #PatheticCustomerService"
1059,@Zoomcar_India Still I am just waiting for your reply as always from last 3 years.
1060,"@Zoomcar_India please approve my profile it’s still in review from last 15-20 days.

Registered email: kishanbang04… https://t.co/6oLtLJTv7w"
1061,"@TheVikramK Thank you for sharing the requested details to us. We have replied to your concern via direct message,… https://t.co/HUstqhVyYB"
1062,"Hey @Zoomcar_India , I recently had to change a tire on one of your rental cars and paid for it. We were informed t… https://t.co/CF4by34CaT"
1063,Attention all car service users! Beware of @Zoomcar_India service provider running a scam! Their is no option to ca… https://t.co/vZxqxSYjD6
1064,"@Zoomcar_India @Zoomcar_India , adding a screenshot here as well to show everyone how a host is capable of harrassi… https://t.co/JGf8I2o5Vx"
1065,"Unable to end the trip, please help! 

@Zoomcar_India"
1066,@Zoomcar_India @Zoomcar_India I have sent all the proofs over DM. I’m still getting threatened by the host. Looks l… https://t.co/4ZSwwjvSoH
1067,@TheVikramK Please share the screenshot of the same for our reference and as stated earlier kindly do not worry abo… https://t.co/aDwyIx6pbP
1068,@Zoomcar_India @Zoomcar_India I’m looking for an immediate resolution here. The host is harrassing me over chat tha… https://t.co/YRjyCG8qwA
1069,"@TheVikramK Hello Vikram, we have highlighted your concern to our respective team and our concern team will look in… https://t.co/U103geJElY"
1070,"@Zoomcar_India Please transfer it my main account

Union Bank Account number - 304302010055495

IFSC code - UBIN0530433"
1071,@Zoomcar_India please ask your UI team to not ask questions that user can't execute. How do I upload images in a ch… https://t.co/s0aKK9dXmn
1072,"@Zoomcar_India Please call me immediately, DM me for the contact number. The host keeps threatening to go to the po… https://t.co/REOVZVIEa8"
1073,@Zoomcar_India JPSNC1VDB - The app was not able to start my booking but the zoomcar executive said that it was okay… https://t.co/Hzp9Jsizg2
1074,"@TheVikramK Hello Vikram, we deeply regret the inconvenience caused to you. We are here to help you with your conce… https://t.co/HB3J1oCI47"
1075,"@AyushKrSahni Hello Ayush, we deeply regret the inconvenience caused to you. We are here to help you with your conc… https://t.co/7GT44wJLhC"
1076,@Zoomcar_India I am being harassed by on your zoomcar hosts that his payment has not been received while I paid my… https://t.co/GGxDMPTjnt
1077,@saip2385 @Zoomcar_India bro we paid the amt. bro The concern is our fastag bills. bro fastag was inactive for our… https://t.co/uD1uECQRLq
1078,@Zoomcar_India   No Refunds initiated yet and No fuel refunds https://t.co/uEkpRWwW8g
1079,@Zoomcar_India regret it later🚩🚩🚩
1080,"@ChitrangadMohi2 Hello Chitrangad, we deeply regret the inconvenience caused to you. We are here to help you with y… https://t.co/sWO4VZCT52"
1081,"@ChitrangadMohi2 Hello Chitrangad, we deeply regret the inconvenience caused to you. We are here to help you with y… https://t.co/4JbPlV8aVy"
1082,"@ChitrangadMohi2 Hello Chitrangad, we deeply regret the inconvenience caused to you. We are here to help you with y… https://t.co/3lSADAykQp"
1083,"I tried to contact you on the spot on call at +91-8068976666, but all I got was ""please message us on the app"". App… https://t.co/F1hcHGLpBR"
1084,"Now, despite having filled extra fuel in the car I am being asked to pay Rs. 1,199. Do you think I pushed the car t… https://t.co/2idRDI3pSg"
1085,@Zoomcar_India The host clicked the photos of the car and uploaded fuel information himself on my phone. Fuel gauge… https://t.co/1ntCyzMbUP
1086,"@Kajal1696 Therefore, we request you to kindly share with us your booking ID. We shall have a check on it and we'll… https://t.co/Et4I0bZ6BT"
1087,"@Kajal1696 Our email team shall respond to your concern. However, in case your face any issue during your live rese… https://t.co/Z3mEQbuYZL"
1088,"@Kajal1696 Hello Kajal, we deeply regret the inconvenience caused to you. we would like to bring to your notice tha… https://t.co/Vj2mIIXGNd"
1089,@AdnanSheikh1786 We would appreciate it if you could confirm that your source account is still active so that we ca… https://t.co/U4ATDSVv2i
1090,"@AdnanSheikh1786 We have highlighted your concern to our respective team and within 24 to 48 hours, we will update… https://t.co/0JbhDGdlZP"
1091,@AdnanSheikh1786 We would appreciate it if you could confirm that your source account is still active so that we ca… https://t.co/Ik3JfVP3kp
1092,"@AdnanSheikh1786 We have highlighted your concern to our respective team and within 24 to 48 hours, we will update… https://t.co/32XjYBGENa"
1093,"@vikramgvg Hello Vikram, we deeply regret the inconvenience caused to you. We are following up with the team regard… https://t.co/kOx3CdcbtN"
1094,@Zoomcar_India These are the chats with the host sanskar sahu and your customer support I raised complaint on the s… https://t.co/9BLmti1hbO
1095,"@Zoomcar_India please provide your customer care number, as I couldn’t take the vehicle due to licence verification… https://t.co/CbsrLMA1Dj"
1096,"@anoopkansana26 Therefore, we request that you please share with us any legitimate proof that our host refused to s… https://t.co/t9Kvhxc6gH"
1097,"@anoopkansana26 Hello Anoop, we understand your disappointment and we are here to help you with your concern. Upon… https://t.co/8blO2b25UW"
1098,@Zoomcar_India Still no update on this. Can you arrange a call back ASAP?
1099,@Zoomcar_India It’s been more than 10 days but there is no result regarding this ols kindly resolve my problem I al… https://t.co/13riL2PZq3
1100,"@anoopkansana26 Hello Anoop, we apologize for the inconvenience caused. This is definitely not the experience we ai… https://t.co/tOGgfcDdmt"
1101,@MorningContext Zoomcar
1102,@dannyspills our team will check and address the concern at the earliest. We appreciate your understanding.
1103,@dannyspills We are sorry that you had a negative experience with us. Please be assured that our team shall assist… https://t.co/FGXdHEKXCt
1104,"@AdnanSheikh1786 Hello Adnan, we are sorry to know that you have not received the refund yet. Please allow us somet… https://t.co/HMjHswaPvQ"
1105,"@AdnanSheikh1786 Hello Adnan, we are sorry to know that you have not received the refund yet. Please allow us somet… https://t.co/DKFHdk6T0e"
1106,@Zoomcar_India Please provide the solution asap. It is almost 2 months now.
1107,@Nitin_Gupta_42 Thank you for sharing the requested details. We shall have a check and revert to the above ticket ID.
1108,On 7th of april i made a booking on zoom car which was not  completed because the host refused to give the car beca… https://t.co/RRdMsNXIBd
1109,"@saip2385 We understand your concern here. Unfortunately, we do not accept polo vehicles in our fleet."
1110,"@saip2385 We understand your concern here. Unfortunately, we do not accept polo vehicles in our fleet."
1111,@Zoomcar_India @morang is this the condition your customers return the cars to host . pathetic . Booking ID JPSNCYH… https://t.co/d1ukIp4ymL
1112,"@MLJ_GoI @Zoomcar_India booking I'd JPSNC1W43, car met accident during booking on 13/04/2023, standing at jogeshwar… https://t.co/0nH4bsBsSw"
1113,@Zoomcar_India But your gusts thok denge
1114,"@Zoomcar_India Zoom Car Team , my car met with accident and you guys declared as total
Loss 1 year completed no fur… https://t.co/0utoRvcF3Q"
1115,"@Zoomcar_India You are talking about good will of hosts , my car met with accident car damage and declared as total… https://t.co/J5hBXMInIV"
1116,@Zoomcar_India Provided details in DM as well.
1117,"@Zoomcar_India Zoom car team one year completed you declared as total
Loss but then where is further update"
1118,"@Zoomcar_India @Zoomcar_India Below are the tickets in which all the details are their.
1707595
1740536
1719100
Ple… https://t.co/q4Ccfe8FVx"
1119,"@Zoomcar_India 
Hey, zoomcar it's been 4 year and you haven't refunded my 2999Rs 

Booking id - JPS6X5P4C

Here I'm… https://t.co/kQSa8VItN6"
1120,@Zoomcar_India Any update?
1121,@Madhavsingh021 Please accept our sincere apologies for the inconvenience caused. We did review your comment and th… https://t.co/yqu14Iv9GQ
1122,@Madhavsingh021 Please accept our sincere apologies for the inconvenience caused. We did review your comment and th… https://t.co/TWzXIRZ3LM
1123,@Nitin_Gupta_42 We are sorry for the trouble caused. We request you to please share the ticket ID through DM for us… https://t.co/2YahoiL1oT
1124,@ChenchumohanK Please accept our sincere apologies for the inconvenience caused. We did review your comment and thi… https://t.co/4TOv15lMiw
1125,@ChenchumohanK Please accept our sincere apologies for the inconvenience caused. We did review your comment and thi… https://t.co/DJJ30mOB8c
1126,@0786_nitish @Zoomcar_India Bro ull have to pay the amount.. there is no other go and it is correct.. even i had re… https://t.co/JH0oKRLBVr
1127,@iamsinghsantosh We apologize for the inconvenience caused to you. We have escalated the issues to the concerned te… https://t.co/DQz7j5ZbNW
1128,@iamsinghsantosh We apologize for the inconvenience caused to you. We have escalated the issues to the concerned te… https://t.co/DifFyMpaxa
1129,"@Zoomcar_India please repair my car asap,very unsatisfied with your service and response"
1130,@Zoomcar_India still no one had taken the responsbility to change the windshield of my car who and when will took a… https://t.co/yFZNSIZ8om
1131,"@Zoomcar_India on the date 9April2023 I have reported car damage and also Zoomcar replied for immediate repair, I t… https://t.co/bGBBMUMnDa"
1132,@RatanDe75387479 We are sorry for the trouble caused. We would like to inform you that our recovery team is already… https://t.co/EZqS19An5z
1133,@Zoomcar_India Ticket is 1661826 &amp; 1749752 and many other tickets are opend in last 2 months but there is no update… https://t.co/uJ1UEZwWYN
1134,"@Zoomcar_India 
Very poor and pathetic service by zoomcar my car was booked by customer with booking id JPSNCYUCB… https://t.co/SS0vvCOM3u"
1135,@Zoomcar_India unable to unlock the car . From one hour facing the issue . https://t.co/3yxSAlTUug
1136,@Zoomcar_India unable to unlock the car zoom car application not working  . Worst application… https://t.co/znhzZx1RNr
1137,@Zoomcar_India hi looks like ur operations in chennai has stopped. We are trying to file a police complaint against… https://t.co/VyxJ8kljmE
1138,@vangari_sampath @rajkumar0670 @Zoomcar_India @Zoomcar_India is a fraud
1139,"@morang my zoomcar is not available....10 days ago i booked a car, now you are telling me 1 day before that u can't… https://t.co/hLDtgeHeEq"
1140,@Zoomcar_India what is your contact number.??? What is hell is happening?? I booked a car now it's showing select another car?? Why ????
1141,@Zoomcar_India @ZoomcarBLR I have raised multiple case with Zoomcar host support regarding the GPS &amp; other devices… https://t.co/C0uftW2cPU
1142,@Zoomcar_India @Zoomcar_India when was it raised and when will get the status update
1143,"@bs_koushal We have escalated the issue to our concerned team. Rest assured, our team will reach out to you shortly."
1144,@Zoomcar_India @Zoomcar_India still it is not resolved should I go legally let me know I am ready to go
1145,@Bharat_AnIndian We are sorry for the trouble caused. Please let us know if you are not able to login the app.
1146,"@Zoomcar_India Dear Zoomcar Hosts,don’t host your car,, my car went Missing and this @Zoomcar_India ppl are irrespo… https://t.co/XpEWNCsBom"
1147,@Zoomcar_India App is NOT sending OTP; Customer Care Can't Help in addressing the concerns....Is there any way to M… https://t.co/3sMjZDCDoU
1148,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/jU9yRR6uEK
1149,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/w3MvtTcph5
1150,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/nm8zBQ1NcC
1151,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/VVluIhBT15
1152,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/TC8uponRs9
1153,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/Fsqquk54dB
1154,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/k92pkyzJUt
1155,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/Zla5oDvJ3p
1156,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/XeskI1OJTd
1157,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/upZCRUi5nN
1158,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/jnLxSDoJZq
1159,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/fiIFPpI9Xe
1160,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/0cjpNAtCju
1161,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/jo1EeORm5i
1162,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/V821md3lOB
1163,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/LHXjNQrPNZ
1164,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/SIEzLZfC1q
1165,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/D8xgyOypjo
1166,@vangari_sampath We are sorry for the trouble caused. We are following up on the issue as we have escalated the iss… https://t.co/VXdLU8BnSq
1167,@Zoomcar_India Ticket I'd 1719096
1168,@Shahruk71789765 our team will check and address the concern at the earliest. We appreciate your understanding.
1169,@Shahruk71789765 We are sorry that you had a negative experience with us. Please be assured that our team shall ass… https://t.co/Dyqz39A4ff
1170,"@rajkumar0670 @Zoomcar_India Dear Zoomcar Hosts,don’t host your car,, my car went Missing and this @Zoomcar_India p… https://t.co/w8cBoZlnuQ"
1171,"@Zoomcar_India Dear Zoomcar Hosts, don’t host your car,, my car went Missing and this @Zoomcar_India ppl are irresp… https://t.co/rExwGHIVrD"
1172,"@Zoomcar_India Dear Zoomcar Hosts,don’t host your car,, my car went Missing and this @Zoomcar_India ppl are irrespo… https://t.co/xzz7hIbsqI"
1173,"@Zoomcar_India Dear Zoomcar Hosts, don’t host your car,, my car went Missing and this @Zoomcar_India ppl are irresp… https://t.co/m7g5zm1QYX"
1174,"@Zoomcar_India Dear Zoomcar Hosts, don’t host your car,, my car went Missing and this @Zoomcar_India ppl are irresp… https://t.co/zQ1l2u2h2o"
1175,"@Zoomcar_India Dear Zoomcar Hosts, don’t host your car,, my car went Missing and this @Zoomcar_India ppl are irresp… https://t.co/W5JokHedIw"
1176,"@Zoomcar_India Dear Zoomcar Hosts, don’t host your car,, my car went Missing and this @Zoomcar_India ppl are irresp… https://t.co/dg9F0oBtN6"
1177,"@Zoomcar_India Dear Zoomcar Hosts, don’t host your car,, my car went Missing and this @Zoomcar_India ppl are irresp… https://t.co/4zw0WzOJc8"
1178,"@Zoomcar_India Dear Zoomcar Hosts, don’t host your car,, my car went Missing and this @Zoomcar_India ppl are irresp… https://t.co/1skSVUwmaK"
1179,"@Zoomcar_India Dear Zoomcar Hosts, don’t host your car,, my car went Missing and this @Zoomcar_India ppl are irresp… https://t.co/Cgrr4TVO3x"
1180,@Zoomcar_India never ever share your car with zoomcar you ll regret car got damaged by zoomcar customer and they wa… https://t.co/a83LnrmChW
1181,@Zoomcar Kindly provide solutions m already waiting 5 month but no solution provided your team my car stolen 22nd N… https://t.co/ZK0CUsEzYG
1182,"@Zoomcar_India What happened, i am getting mail to send bills. What bill i will send, the car was not available the what is the bill"
1183,@Zoomcar_India It's better you give me a call directly on my Mobile number.
1184,@Zoomcar_India No reply from anyone till now.@Zoomcar_India @hmikitani @lockheimer
1185,"@rajkumar0670 We apologize for the delay in responding, kindly allow us some time while we investigate and get back to you with an update."
1186,"@Riyaz57426104 We apologize for the delay in responding, kindly allow us some time while we investigate and get back to you with an update."
1187,"@kulkarnibhaai We apologize for the delay in responding, kindly allow us some time while we investigate and get back to you with an update."
1188,"@Zoomcar_India How much more time you need @Zoomcar_India it’s been 1 month would it be fine if I would have not paid your money.
@morang"
1189,@Zoomcar_India More than 2 month now
1190,"@Zoomcar_India worst customer care, can’t even speak to an executive if any problem arises"
1191,"@Zoomcar_India - I need to get this done right now.
I am completely disappointed with the way service is being provided.

#Zoomcar #india"
1192,"@Zoomcar_India I am totally appalled by the way you guys are handling customer service.

I have been continuously t… https://t.co/GRKBhXfZ1a"
1193,"@Zoomcar_India 
Zoom car stop stealing and looting your hosts because of your hosts you people are making money, Cu… https://t.co/0VyVdNI1Rf"
1194,@Zoomcar_India Hello @Zoomcar_India this is really unprofessional and frustrating… the amount is still not credited
1195,@Zoomcar_India Zoomcar is sleeping ????????????!
1196,@NanuNarender We are following up with the team regarding the escalation. Requesting you please give us some more t… https://t.co/ZqqYPPs39N
1197,"@mehdihassan We apologize for the delay in responding, kindly allow us some time while we investigate and get back to you with an update."
1198,@Zoomcar_India I Dont want your response anymore! I Dont  want your apologies anymore! I Dont want my money anymore… https://t.co/tP7kV3f3Ae
1199,"@Zoomcar_India Sir,

My Name is PANYAMSYAMPRASAD,
Mail id :ts10er7240@gmail.com
My Car met with an accident 22.12.2… https://t.co/VQbDY8LQ8U"
1200,"@rkurne We apologize for the delay in responding, kindly allow us some time while we investigate and get back to you with an update."
1201,"@sounakUnited91 @Zoomcar_India install this app and get 400 rupees on GPAY
link:
https://t.co/uNwl6uVdDQ"
1202,@Zoomcar_India How many time take zoomcar for fix the fastag on glass ......
1203,@Zoomcar_India I want to remove my subscription on urgent basis!! Not happy with the services and also not received… https://t.co/aVbaVgcTel
1204,"@Zoomcar_India 10 days passed, no refund processed, no way to contact customer care via chat or call. Help https://t.co/gp8x6XvjD1"
1205,"@Zoomcar_India Hi Team,Kindly check below tiket details ,The last booking on your car was supposed to end at 22 Apr… https://t.co/uYQENg9PyV"
1206,"@Zoomcar_India Sir, alternate vehicle is available only for expired time, how can I travel in expired time and also… https://t.co/hbobQI2r5y"
1207,"@Zoomcar_India Refer to the following ticket IDs:
847134
871191
1027293
1368999
1684673"
1208,"ZOOMCAR is The Worst Carsharing Platform that exists 
There have been numerous complaints and issues with the… https://t.co/tJiBOaI4z2"
1209,"Why cant we host Volkswagen polo in zoomcar??? 
@Zoomcar_India"
1210,I am a zoomcar host. From my last booking. My car has not returned from booking and after 3 days i found my car in… https://t.co/Ordgijo1Tm
1211,@SriramAnala Please accept our sincere apologies for the delay in responding and the inconvenience caused to you. W… https://t.co/2HZzqRg2pq
1212,@SriramAnala Please accept our sincere apologies for the delay in responding and the inconvenience caused to you. W… https://t.co/5hZMTrHsvH
1213,@saurabhfiitjee and the same shall get settled into your account within 7 working days. We are requesting your patience in the interim.
1214,@saurabhfiitjee Please accept our sincere apologies for the delay in responding and the inconvenience caused to you… https://t.co/96nbUwNprL
